authors,title,year,journal,search,abstract
"Sarah Wendlandt, Stefan Schwarz, Peter Silley",Methicillin-Resistant Staphylococcus aureus: A Food-Borne Pathogen?,2013,Annual Review of Food Science and Technology,Annual Reviews,"Prior to the 1990s, most methicillin-resistant Staphylococcus aureus (MRSA) was hospital-associated (HA-MRSA); community-associated MRSA (CA-MRSA) then began to cause infections outside the health-care environment. The third significant emergence of MRSA has been in livestock animals [livestock-associated MRSA (LA-MRSA)]. The widespread and rapid growth in CA-MRSA and LA-MRSA has raised the question as to whether MRSA is indeed a food-borne pathogen. The observations on animal-to-animal and animal-to-human transfer of LA-MRSA have prompted research examining the origin of LA-MRSA and its capacity to cause zoonotic disease in humans. This review summarizes the current knowledge about MRSA from food-producing animals and foods with respect to the role of these organisms to act as food-borne pathogens and considers the available tools to track the spread of these organisms. It is clear that LA-MRSA and CA-MRSA and even HA-MRSA can be present in/on food intended for human consumption, but we conclude on the basis of the published literature that this does not equate to MRSA being considered a food-borne pathogen."
"Slobodan Paessler, David H. Walker",Pathogenesis of the Viral Hemorrhagic Fevers,2013,Annual Review of Pathology: Mechanisms of Disease,Annual Reviews,"Four families of enveloped RNA viruses, filoviruses, flaviviruses, arenaviruses, and bunyaviruses, cause hemorrhagic fevers. These viruses are maintained in specific natural cycles involving nonhuman primates, bats, rodents, domestic ruminants, humans, mosquitoes, and ticks. Vascular instability varies from mild to fatal shock, and hemorrhage ranges from none to life threatening. The pathogenic mechanisms are extremely diverse and include deficiency of hepatic synthesis of coagulation factors owing to hepatocellular necrosis, cytokine storm, increased permeability by vascular endothelial growth factor, complement activation, and disseminated intravascular coagulation in one or more hemorrhagic fevers. The severity of disease caused by these agents varies tremendously; there are extremely high fatality rates in Ebola and Marburg hemorrhagic fevers, and asymptomatic infection predominates in yellow fever and dengue viral infections. Although ineffective immunity and high viral loads are characteristic of several viral hemorrhagic fevers, severe plasma leakage occurs at the time of viral clearance and defervescence in dengue hemorrhagic fever."
Paul D. Ready,Biology of Phlebotomine Sand Flies as Vectors of Disease Agents,2013,Annual Review of Entomology,Annual Reviews,"Phlebotomines are the sole or principal vectors of Leishmania, Bartonella bacilliformis, and some arboviruses. The coevolution of sand flies with Leishmania species of mammals and lizards is considered in relation to the landscape epidemiology of leishmaniasis, a neglected tropical disease. Evolutionary hypotheses are unresolved, so a practical phlebotomine classification is proposed to aid biomedical information retrieval. The vectors of Leishmania are tabulated and new criteria for their incrimination are given. Research on fly-parasite-host interactions, fly saliva, and behavioral ecology is reviewed in relation to parasite manipulation of blood feeding, vaccine targets, and pheromones for lures. Much basic research is based on few transmission cycles, so generalizations should be made with caution. Integrated research and control programs have begun, but improved control of leishmaniasis and nuisance-biting requires greater emphasis on population genetics and transmission modeling. Most leishmaniasis transmission is zoonotic, affecting the poor and tourists in rural and natural areas, and therefore control should be compatible with environmental conservation."
Arnold van Huis,Potential of Insects as Food and Feed in Assuring Food Security,2013,Annual Review of Entomology,Annual Reviews,"With a growing world population and increasingly demanding consumers, the production of sufficient protein from livestock, poultry, and fish represents a serious challenge for the future. Approximately 1,900 insect species are eaten worldwide, mainly in developing countries. They constitute quality food and feed, have high feed conversion ratios, and emit low levels of greenhouse gases. Some insect species can be grown on organic side streams, reducing environmental contamination and transforming waste into high-protein feed that can replace increasingly more expensive compound feed ingredients, such as fish meal. This requires the development of cost-effective, automated mass-rearing facilities that provide a reliable, stable, and safe product. In the tropics, sustainable harvesting needs to be assured and rearing practices promoted, and in general, the food resource needs to be revalorized. In the Western world, consumer acceptability will relate to pricing, perceived environmental benefits, and the development of tasty insect-derived protein products."
"Lance H. Baumgard, Robert P. Rhoads Jr.",Effects of Heat Stress on Postabsorptive Metabolism and Energetics,2013,Annual Review of Animal Biosciences,Annual Reviews,"Environmental-induced hyperthermia compromises efficient animal production and jeopardizes animal welfare. Reduced productive output during heat stress was traditionally thought to result from decreased nutrient intake. Our observations challenge this dogma and indicate that heat-stressed animals employ novel homeorhetic strategies to direct metabolic and fuel selection priorities independent of nutrient intake or energy balance. Alterations in systemic physiology support a shift in carbohydrate metabolism, evident through changes such as basal and stimulated circulating insulin levels. Hepatocyte and myocyte metabolism also show clear differences in glucose production and use during heat stress. Perhaps most intriguing, given the energetic shortfall of the heat-stressed animal, is the apparent lack of fat mobilization from adipose tissue coupled with a reduced responsiveness to lipolytic stimuli. Thus, the heat stress response markedly alters postabsorptive carbohydrate, lipid, and protein metabolism independently of reduced feed intake through coordinated changes in fuel supply and utilization by multiple tissues."
"Hans H. Cheng, Pete Kaiser, Susan J. Lamont",Integrated Genomic Approaches to Enhance Genetic Resistance in Chickens,2013,Annual Review of Animal Biosciences,Annual Reviews,"The chicken has led the way among agricultural animal species in infectious disease control and, in particular, selection for genetic resistance. The generation of the chicken genome sequence and the availability of other empowering tools and resources greatly enhance the ability to select for enhanced disease resistance via genetic markers and to understand more deeply the biological basis of host resistance. In this review, we discuss how integrated genomic approaches are able to identify specific genes and genetic markers associated with disease resistance, give select examples of contemporary work involving various genomic strategies to identify disease resistance genes, and finish by giving some final thoughts on predicted applications in the near future."
Xiang-Jin Meng,Porcine Circovirus Type 2 (PCV2): Pathogenesis and Interaction with the Immune System,2013,Annual Review of Animal Biosciences,Annual Reviews,"Porcine circovirus type 2 (PCV2) is the primary causative agent of porcine circovirus–associated disease (PCVAD). The virus preferentially targets the lymphoid tissues, which leads to lymphoid depletion and immunosuppression in pigs. The disease is exacerbated by immunostimulation or concurrent infections with other pathogens. PCV2 resides in certain immune cells, such as macrophage and dendritic cells, and modulates their functions. Upregulation of IL-10 and proinflammatory cytokines in infected pigs may contribute to pathogenesis. Pig genetics influence host susceptibility to PCV2, but the viral genetic determinants for virulence remain unknown. PCV2 DNA and proteins interact with various cellular genes that control immune responses to regulate virus replication and pathogenesis. Both neutralizing antibodies and cell-mediated immunity are important immunological correlates of protection. Despite the availability of effective vaccines, variant strains of PCV2 continue to emerge. Although tremendous progress has been made toward understanding PCV2 pathogenesis and immune interactions, many important questions remain."
"Makoto Ozawa, Yoshihiro Kawaoka",Cross Talk Between Animal and Human Influenza Viruses,2013,Annual Review of Animal Biosciences,Annual Reviews,"Although outbreaks of highly pathogenic avian influenza in wild and domestic birds have been posing the threat of a new influenza pandemic for the past decade, the first pandemic of the twenty-first century came from swine viruses. This fact emphasizes the complexity of influenza viral ecology and the difficulty of predicting influenza viral dynamics. Complete control of influenza viruses seems impossible. However, we must minimize the impact of animal and human influenza outbreaks by learning lessons from past experiences and recognizing the current status. Here, we review the most recent influenza virology data in the veterinary field, including aspects of zoonotic agents and recent studies that assess the pandemic potential of H5N1 highly pathogenic avian influenza viruses."
"Thomas B. Smith, Michael T. Kinnison, Sharon Y. Strauss, Trevon L. Fuller, Scott P. Carroll",Prescriptive Evolution to Conserve and Manage Biodiversity,2014,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,"We are witnessing a global, but unplanned, evolutionary experiment with the biodiversity of the planet. Anthropogenic disturbances such as habitat degradation and climate change result in evolutionary mismatch between the environments to which species are adapted and those in which they now exist. The impacts of unmanaged evolution are pervasive, but approaches to address them have received little attention. We review the evolutionary challenges of managing populations in the Anthropocene and introduce the concept of prescriptive evolution, which considers how evolutionary processes may be leveraged to proactively promote wise management. We advocate the planned management of evolutionary processes and explore the advantages of evolutionary interventions to preserve and sustain biodiversity. We show how an evolutionary perspective to conserving biodiversity is fundamental to effective management. Finally, we advocate building frameworks for decision-making, monitoring, and implementation at the boundary between management and evolutionary science to enhance conservation outcomes."
"Yadvinder Malhi, Toby A. Gardner, Gregory R. Goldsmith, Miles R. Silman, Przemyslaw Zelazowski",Tropical Forests in the Anthropocene,2014,Annual Review of Environment and Resources,Annual Reviews,"The Anthropocene is characterized as an epoch when human influence has begun to fundamentally alter many aspects of the Earth system and many of the planet's biomes. Here, we review and synthesize our understanding of Anthropocene changes in tropical forests. Key facets include deforestation driven by agricultural expansion, timber and wood extraction, the loss of fauna that maintain critical ecological connections, the spread of fire, landscape fragmentation, the spread of second-growth forests, new species invasion and pathogen spread, increasing CO2, and climate change. The patterns of change are spatially heterogeneous, are often characterized by strong interactions among different drivers, can have both large-scale and remote effects, and can play out through ecological cascades over long timescales. As a consequence, most tropical forests are on a trajectory to becoming altered ecosystems, with the degree of alteration dependent on the intensity and duration of the current bottleneck of human-induced pressures. We highlight the importance of this understanding to develop the strategies necessary for shaping the transition of tropical forests through the early Anthropocene, as well as highlight the opportunities and challenges for the tropical forest science community in the coming decades."
"Diana Ürge-Vorsatz, Sergio Tirado Herrero, Navroz K. Dubash, Franck Lecocq",Measuring the Co-Benefits of Climate Change Mitigation,2014,Annual Review of Environment and Resources,Annual Reviews,"Co-benefits rarely enter quantitative decision-support frameworks, often because the methodologies for their integration are lacking or not known. This review fills in this gap by providing comprehensive methodological guidance on the quantification of co-impacts and their integration into climate-related decision making based on the literature. The article first clarifies the confusion in the literature about related terms and makes a proposal for a more consistent terminological framework, then emphasizes the importance of working in a multiple-objective–multiple-impact framework. It creates a taxonomy of co-impacts and uses this to propose a methodological framework for the identification of the key co-impacts to be assessed for a given climate policy and to avoid double counting. It reviews the different methods available to quantify and monetize different co-impacts and introduces three methodological frameworks that can be used to integrate these results into decision making. On the basis of an initial assessment of selected studies, it also demonstrates that the incorporation of co-impacts can significantly change the outcome of economic assessments. Finally, the review calls for major new research and innovation toward simplified evaluation methods and streamlined tools for more widely applicable appraisals of co-impacts for decision making."
"Stefan Dercon, Douglas Gollin",Agriculture in African Development: Theories and Strategies,2014,Annual Review of Resource Economics,Annual Reviews,"Agriculture is the largest sector in most sub-Saharan economies in terms of employment, and it plays an important role in supplying food and export earnings. Rural poverty rates remain high, and labor productivity is strikingly low. This article asks how these factors shape the role of agriculture in African development strategies. Is agricultural growth a prerequisite for growth in other sectors? Or will urbanization and nonagricultural export markets ultimately be the forces that pull the rural economy into higher productivity? We argue that agricultural development strategies will vary widely because of heterogeneity across and within countries."
"Zongdi Feng, Asuka Hirai-Yuki, Kevin L. McKnight, Stanley M. Lemon",Naked Viruses That Aren't Always Naked: Quasi-Enveloped Agents of Acute Hepatitis,2014,Annual Review of Virology,Annual Reviews,"Historically, viruses were considered to be either enveloped or nonenveloped. However, recent work on hepatitis A virus and hepatitis E virus challenges this long-held tenet. Whereas these human pathogens are shed in feces as naked nonenveloped virions, recent studies indicate that both circulate in the blood completely masked in membranes during acute infection. These membrane-wrapped virions are as infectious as their naked counterparts, although they do not express a virally encoded protein on their surface, thus distinguishing them from conventional enveloped viruses. The absence of a viral fusion protein implies that these quasi-enveloped virions have unique mechanisms for entry into cells. Like true enveloped viruses, however, these phylogenetically distinct viruses usurp components of the host ESCRT system to hijack host cell membranes and noncytolytically exit infected cells. The membrane protects these viruses from neutralizing antibodies, facilitating dissemination within the host, whereas nonenveloped virions shed in feces are stable in the environment, allowing for epidemic transmission."
C.J. Peters,Forty Years with Emerging Viruses,2014,Annual Review of Virology,Annual Reviews,"I was raised in a middle-class family in West Texas and was lucky in my preparation through high school faculty, short government programs arising from the politics of Sputnik, inspiring high school mentors, and university training at a first-rate institution. My educational background led me to apply to medical school. With some financial aid, I managed to graduate and then obtain a first-class internal medicine residency at Parkland Hospital, where I acquired skills in discerning evaluation and treatment of patients with complicated diseases. In spite of a liking for and ability in clinical medicine, I entered the Public Health Service and worked for 5 years at the National Institutes of Health laboratory in Panama; there, I began to see the fascination of ecological impacts on virus transmission in nature and its spillover into human populations. I shifted my interests to these themes and their interaction with viral pathogenesis. At each stage of my career, I picked an institution to work where there were strong leaders and other inspiring scientists. I think the young scientist should choose the best available institution and one that offers a career direction that leads to a life where he or she awakens and cannot wait to arrive at his or her job—regardless of the details of each choice, the outcome will be a satisfied person who will contribute greatly to his or her chosen field."
"Vyas Ramanan, Margaret A. Scull, Timothy P. Sheahan, Charles M. Rice, Sangeeta N. Bhatia",New Methods in Tissue Engineering: Improved Models for Viral Infection,2014,Annual Review of Virology,Annual Reviews,"New insights in the study of virus and host biology in the context of viral infection are made possible by the development of model systems that faithfully recapitulate the in vivo viral life cycle. Standard tissue culture models lack critical emergent properties driven by cellular organization and in vivo–like function, whereas animal models suffer from limited susceptibility to relevant human viruses and make it difficult to perform detailed molecular manipulation and analysis. Tissue engineering techniques may enable virologists to create infection models that combine the facile manipulation and readouts of tissue culture with the virus-relevant complexity of animal models. Here, we review the state of the art in tissue engineering and describe how tissue engineering techniques may alleviate some common shortcomings of existing models of viral infection, with a particular emphasis on hepatotropic viruses. We then discuss possible future applications of tissue engineering to virology, including current challenges and potential solutions."
"Everett Clinton Smith, Nicole R. Sexton, Mark R. Denison",Thinking Outside the Triangle: Replication Fidelity of the Largest RNA Viruses,2014,Annual Review of Virology,Annual Reviews,"When judged by ubiquity, adaptation, and emergence of new diseases, RNA viruses are arguably the most successful biological organisms. This success has been attributed to a defect of sorts: high mutation rates (low fidelity) resulting in mutant swarms that allow rapid selection for fitness in new environments. Studies of viruses with small RNA genomes have identified fidelity determinants in viral RNA-dependent RNA polymerases and have shown that RNA viruses likely replicate within a limited fidelity range to maintain fitness. In this review we compare the fidelity of small RNA viruses with that of the largest RNA viruses, the coronaviruses. Coronaviruses encode the first known viral RNA proofreading exoribonuclease, a function that likely allowed expansion of the coronavirus genome and that dramatically increases replication fidelity and the range of tolerated variation. We propose models for regulation of coronavirus fidelity and discuss the implications of altered fidelity for RNA virus replication, pathogenesis, and evolution."
"Michael J. Conway, Tonya M. Colpitts, Erol Fikrig",Role of the Vector in Arbovirus Transmission,2014,Annual Review of Virology,Annual Reviews,"Many arboviral diseases are uncontrolled, and the viruses that cause them are globally emerging or reemerging pathogens that produce significant disease throughout the world. The increased spread and prevalence of disease are occurring during a period of substantial scientific growth in the vector-borne disease research community. This growth has been supported by advances in genomics and proteomics, and by the ability to genetically alter disease vectors. For the first time, researchers are elucidating the molecular details of vector host-seeking behavior, the susceptibility of disease vectors to arboviruses, the immunological control of infection in disease vectors, and the determinants that facilitate transmission of arboviruses from a vector to a host. These discoveries are facilitating the development of novel strategies to combat arboviral disease, including the release of transgenic mosquitoes harboring dominant lethal genes, the introduction of arbovirus-blocking microbes into mosquito populations, and the development of acquisition- and transmission-blocking therapeutics. Understanding the role of the vector in arbovirus transmission has provided critical practical and theoretical tools to control arboviral disease."
"Charles C. Bailey, Guocai Zhong, I-Chueh Huang, Michael Farzan",IFITM-Family Proteins: The Cell's First Line of Antiviral Defense,2014,Annual Review of Virology,Annual Reviews,"Animal cells use a wide variety of mechanisms to slow or prevent replication of viruses. These mechanisms are usually mediated by antiviral proteins whose expression and activities can be constitutive but are frequently amplified by interferon induction. Among these interferon-stimulated proteins, members of the IFITM (interferon-induced transmembrane) family are unique because they prevent infection before a virus can traverse the lipid bilayer of the cell. At least three human IFITM proteins—IFITM1, IFITM2, and IFITM3—have antiviral activities. These activities limit infection in cultured cells by many viruses, including dengue virus, Ebola virus, influenza A virus, severe acute respiratory syndrome coronavirus, and West Nile virus. Murine Ifitm3 controls influenza A virus infection in vivo, and polymorphisms in human IFITM3 correlate with the severity of both seasonal and highly pathogenic avian influenza virus. Here we review the discovery and characterization of the IFITM proteins, describe the spectrum of their antiviral activities, and discuss potential mechanisms underlying these effects."
"Gordon Dougan, Stephen Baker",Salmonella enterica Serovar Typhi and the Pathogenesis of Typhoid Fever,2014,Annual Review of Microbiology,Annual Reviews,"Salmonella enterica serovar Typhi, the cause of typhoid, is host restricted to humans. S. Typhi has a monophyletic population structure, indicating that typhoid in humans is a relatively new disease. Antimicrobial usage is reshaping the current S. Typhi global population and may be driving the emergence of a specific haplotype, H58, that is well adapted to transmission in modern settings and is able to resist antimicrobial killing more efficiently than other S. Typhi. Evidence gathered through genomics and functional studies using the mouse and in vitro cell systems, together with clinical investigations, has provided insight into the mechanisms that underpin the pathogenesis of human typhoid and host restriction. Here we review the latest scientific advances in typhoid research and discuss how these novel approaches are changing our understanding of the disease."
"Scott de Marchi, Scott E. Page",Agent-Based Models,2014,Annual Review of Political Science,Annual Reviews,"Agent-based models (ABMs) provide a methodology to explore systems of interacting, adaptive, diverse, spatially situated actors. Outcomes in ABMs can be equilibrium points, equilibrium distributions, cycles, randomness, or complex patterns; these outcomes are not directly determined by assumptions but instead emerge from the interactions of actors in the model. These behaviors may range from rational and payoff-maximizing strategies to rules that mimic heuristics identified by cognitive science. Agent-based techniques can be applied in isolation to create high-fidelity models and to explore new questions using simple constructions. They can also be used as a complement to deductive techniques. Overall, ABMs offer the potential to advance social sciences and to help us better understand our complex world."
"B.B. Averbeck, S.S. O'Sullivan, A. Djamshidian",Impulsive and Compulsive Behaviors in Parkinson's Disease,2014,Annual Review of Clinical Psychology,Annual Reviews,"Impulsive-compulsive behaviors (ICBs) in Parkinson's disease (PD) are a common and devastating side effect of dopamine replacement therapy. In this review we describe the phenomenology, prevalence, and risk factors of patients with PD. Results of behavioral studies assessing the neuropsychological profile of patients with PD emphasize that the ICBs, which are behavioral addictions, are not hedonically motivated. Rather, other factors such as the inability to cope with uncertainty may be triggering ICBs. New insights from functional imaging studies, strengthening the incentive salience hypothesis, are discussed, and therapeutic guidelines for the management of ICBs in PD are given."
Aaron S. Bernstein,Biological Diversity and Public Health,2014,Annual Review of Public Health,Annual Reviews,"In the wake of a species extinction event unprecedented in human history, how the variety, distribution, and abundance of life on earth may influence health has gained credence as a worthy subject for research and study at schools of public health and for consideration among policy makers. This article reviews a few of the principal ways in which health depends on biodiversity, including the discovery of new medicines, biomedical research, the provision of food, and the distribution and spread of infections. It also examines how changes in biological diversity underlie much of the global burden of disease and how a more thorough understanding of life on earth and its relationships has the potential to greatly alleviate and prevent human suffering."
Michael D. Lairmore,Animal Models of Bovine Leukemia Virus and Human T-Lymphotrophic Virus Type-1: Insights in Transmission and Pathogenesis,2014,Annual Review of Animal Biosciences,Annual Reviews,"Bovine leukemia virus (BLV) and human T-lymphotrophic virus type-1 (HTLV-1) are related retroviruses associated with persistent and lifelong infections and a low incidence of lymphomas within their hosts. Both viruses can be spread through contact with bodily fluids containing infected cells, most often from mother to offspring through breast milk. Each of these complex retroviruses contains typical gag, pol, and env genes but also unique, nonstructural proteins encoded from the pX region. These nonstructural genes encode the Tax and Rex regulatory proteins, as well as novel proteins essential for viral spread in vivo. Improvements in the molecular tools to test these viral determinants in cellular and animal models have provided new insights into the pathogenesis of each virus. Comparisons of BLV and HTLV-1 provide insights into mechanisms of spread and tumor formation, as well as potential approaches to therapeutic intervention against the infections."
David R. Smith,Cattle Production Systems: Ecology of Existing and Emerging Escherichia coli Types Related to Foodborne Illness,2014,Annual Review of Animal Biosciences,Annual Reviews,"Shiga toxin–producing Escherichia coli (STEC), particularly STEC O157, cause rare but potentially serious human infections. Infection with STEC occurs by fecal-oral transmission, most commonly through food. Cattle are the most important reservoir for human STEC exposure, and efforts to control the flow of STEC through beef processing have reduced rates of human illness. However, further reduction in human incidence of STEC may require control of the pathogen in cattle populations. The ecology of STEC in cattle production systems is complex and explained by factors that favor (a) colonization in the gut, (b) survival in the environment, and (c) ingestion by another cattle host. Although nature creates seasonal environmental conditions that do not favor STEC transmission in cattle, human efforts to control STEC by environmental manipulation have not succeeded. Vaccines and direct-fed microbial products have reduced the carriage of STEC by cattle, and other interventions are under investigation."
"Hannah S. Bender, Jennifer A. Marshall Graves, Janine E. Deakin",Pathogenesis and Molecular Biology of a Transmissible Tumor in the Tasmanian Devil,2014,Annual Review of Animal Biosciences,Annual Reviews,"The emergence of a fatal transmissible cancer known as devil facial tumor disease (DFTD) is threatening the iconic Tasmanian devil with extinction in the wild within the next few decades. Since the first report of the disease in 1996, DFTD has spread to over 85% of the devils’ distribution and dramatically reduced devil numbers. Research into DFTD has focused on gaining a deeper understanding of the disease on multiple levels, including an accurate assessment of the tissue origin of the tumor, elucidation of how the tumor evades immune detection, and determination of how the tumor is transmitted between individuals and how it is evolving as it spreads through the population. Knowledge gained from these studies has important implications for DFTD management and devil conservation."
"Matthias Schweizer , Ernst Peterhans",Pestiviruses,2014,Annual Review of Animal Biosciences,Annual Reviews,"Pestiviruses cause economically important diseases among domestic ruminants and pigs, but they may also infect a wide spectrum of wild species of even-toed ungulates (Artiodactyla). Bovine viral diarrhea virus (BVDV) and Border disease virus of sheep infect their hosts either transiently or persistently. Cellular and humoral immunotolerance to the infecting strain is a unique feature of persistent infection (PI) by ruminant pestiviruses. Persistence, caused by transplacental infection early in fetal development, depends on virally encoded interferon antagonists that inactivate the host’s innate immune response to the virus without globally interfering with its function against other viruses. At epidemiological equilibrium, approximately 1–2% of animals are PI. Successful BVDV control programs show that removal of PI animals results in viral extinction in the host population. The nucleotide sequences of ruminant pestiviruses change little during persistent infection. Nevertheless, they display large heterogeneity, pointing to a long history of virus-host coevolution in which avirulent strains are more successful."
"Pascal S. Kaeser, Wade G. Regehr","Molecular Mechanisms for Synchronous, Asynchronous, and Spontaneous Neurotransmitter Release",2014,Annual Review of Physiology,Annual Reviews,"Most neuronal communication relies upon the synchronous release of neurotransmitters, which occurs through synaptic vesicle exocytosis triggered by action potential invasion of a presynaptic bouton. However, neurotransmitters are also released asynchronously with a longer, variable delay following an action potential or spontaneously in the absence of action potentials. A compelling body of research has identified roles and mechanisms for synchronous release, but asynchronous release and spontaneous release are less well understood. In this review, we analyze how the mechanisms of the three release modes overlap and what molecular pathways underlie asynchronous and spontaneous release. We conclude that the modes of release have key fusion processes in common but may differ in the source of and necessity for Ca2+ to trigger release and in the identity of the Ca2+ sensor for release."
"Kui Toh Gerard Leong, Antony Walton, Henry Krum",Renal Sympathetic Denervation for the Treatment of Refractory Hypertension,2014,Annual Review of Medicine,Annual Reviews,"Resistant hypertension poses significant health concerns. There are strong demands for new and safe therapies to control resistant hypertension while addressing its common causes, specifically poor compliance to lifelong polypharmacy, lifestyle modifications, and physician inertia. The sympathetic nervous system plays a significant pathophysiological role in hypertension. Surgical sympathectomy for blood pressure reduction is an old but extremely efficacious therapeutic concept, now abandoned with the dawn of a safer contemporary pharmacology era. Recently, clinical studies have revealed promising results for safe and sustained blood pressure reduction with percutaneous renal sympathetic denervation. This is a novel, minimally invasive, device-based therapy, specifically targeting and ablating the renal artery nerves with radiofrequency waves without permanent implantation. There are also reported additional benefits in related comorbidities, such as impaired glucose metabolism, renal impairment, left ventricular hypertrophy, heart failure, and others. This review focuses on how selective renal sympathetic denervation works, its present and potential therapeutic indications, and its future directions."
"David Horn, Manoj T. Duraisingh",Antiparasitic Chemotherapy: From Genomes to Mechanisms,2014,Annual Review of Pharmacology and Toxicology,Annual Reviews,"Owing to the absence of antiparasitic vaccines and the constant threat of drug resistance, the development of novel antiparasitic chemotherapies remains of major importance for disease control. A better understanding of drug transport (uptake and efflux), drug metabolism and the identification of drug targets, and mechanisms of drug resistance would facilitate the development of more effective therapies. Here, we focus on malaria and African trypanosomiasis. We review existing drugs and drug development, emphasizing high-throughput genomic and genetic approaches, which hold great promise for elucidating antiparasitic mechanisms. We describe the approaches and technologies that have been influential for each parasite and develop new ideas for future research directions, including mode-of-action studies for drug target deconvolution."
"Uwe Rudolph, Hanns Möhler","GABAA Receptor Subtypes: Therapeutic Potential in Down Syndrome, Affective Disorders, Schizophrenia, and Autism",2014,Annual Review of Pharmacology and Toxicology,Annual Reviews,"The ?-aminobutyric acid (GABA) system plays a pivotal role in orchestrating the synchronicity of local networks and the functional coupling of different brain regions. Here we review the impact of the GABAA receptor subtypes on cognitive and emotional behavior, paying particular attention to five disease states: cognitive dysfunction and Down syndrome, anxiety disorders, depression, schizophrenia, and autism. Through the bidirectional modulation of tonic inhibition, ?5-subunit-containing GABAA receptors permit the bidirectional modulation of cognitive processes, and a partial inverse agonist acting at the ?5-subunit-containing GABAA receptor is in a clinical trial in individuals with Down syndrome. With regard to anxiety disorders, the viability of nonsedative anxiolytics based on the modulation of ?2- and ?3-subunit-containing GABAA receptors has been established in clinical proof-of-concept trials. Regarding the remaining three disease states, the GABA hypothesis of depression offers new options for antidepressant drug development; cognitive symptoms in schizophrenia are attributed to a cortical GABAergic deficit, and dysfunctional GABAergic inhibition is increasingly understood to contribute to the pathophysiology of autism spectrum disorders."
"Colleen A. Burge, C. Mark Eakin, Carolyn S. Friedman, Brett Froelich, Paul K. Hershberger, Eileen E. Hofmann, Laura E. Petes, Katherine C. Prager, Ernesto Weil, Bette L. Willis, Susan E. Ford, C. Drew Harvell",Climate Change Influences on Marine Infectious Diseases: Implications for Management and Society,2014,Annual Review of Marine Science,Annual Reviews,"Infectious diseases are common in marine environments, but the effects of a changing climate on marine pathogens are not well understood. Here we review current knowledge about how the climate drives host-pathogen interactions and infectious disease outbreaks. Climate-related impacts on marine diseases are being documented in corals, shellfish, finfish, and humans; these impacts are less clearly linked for other organisms. Oceans and people are inextricably linked, and marine diseases can both directly and indirectly affect human health, livelihoods, and well-being. We recommend an adaptive management approach to better increase the resilience of ocean systems vulnerable to marine diseases in a changing climate. Land-based management methods of quarantining, culling, and vaccinating are not successful in the ocean; therefore, forecasting conditions that lead to outbreaks and designing tools/approaches to influence these conditions may be the best way to manage marine disease."
Robert Gifford,Environmental Psychology Matters,2014,Annual Review of Psychology,Annual Reviews,"Environmental psychology examines transactions between individuals and their built and natural environments. This includes investigating behaviors that inhibit or foster sustainable, climate-healthy, and nature-enhancing choices, the antecedents and correlates of those behaviors, and interventions to increase proenvironmental behavior. It also includes transactions in which nature provides restoration or inflicts stress, and transactions that are more mutual, such as the development of place attachment and identity and the impacts on and from important physical settings such as home, workplaces, schools, and public spaces. As people spend more time in virtual environments, online transactions are coming under increasing research attention. Every aspect of human existence occurs in one environment or another, and the transactions with and within them have important consequences both for people and their natural and built worlds. Environmental psychology matters."
"Juan José Vaquero, Paul Kinahan",Positron Emission Tomography: Current Challenges and Opportunities for Technological Advances in Clinical and Preclinical Imaging Systems,2015,Annual Review of Biomedical Engineering,Annual Reviews,"Positron emission tomography (PET) imaging is based on detecting two time-coincident high-energy photons from the emission of a positron-emitting radioisotope. The physics of the emission, and the detection of the coincident photons, give PET imaging unique capabilities for both very high sensitivity and accurate estimation of the in vivo concentration of the radiotracer. PET imaging has been widely adopted as an important clinical modality for oncological, cardiovascular, and neurological applications. PET imaging has also become an important tool in preclinical studies, particularly for investigating murine models of disease and other small-animal models. However, there are several challenges to using PET imaging systems. These include the fundamental trade-offs between resolution and noise, the quantitative accuracy of the measurements, and integration with X-ray computed tomography and magnetic resonance imaging. In this article, we review how researchers and industry are addressing these challenges."
Tadashi Fukami,"Historical Contingency in Community Assembly: Integrating Niches, Species Pools, and Priority Effects",2015,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,"The order and timing of species immigration during community assembly can affect species abundances at multiple spatial scales. Known as priority effects, these effects cause historical contingency in the structure and function of communities, resulting in alternative stable states, alternative transient states, or compositional cycles. The mechanisms of priority effects fall into two categories, niche preemption and niche modification, and the conditions for historical contingency by priority effects can be organized into two groups, those regarding regional species pool properties and those regarding local population dynamics. Specifically, two requirements must be satisfied for historical contingency to occur: The regional pool contains species that can together cause priority effects, and local dynamics are rapid enough for early-arriving species to preempt or modify niches before other species arrive. Organizing current knowledge this way reveals an outstanding key question: How are regional species pools that yield priority effects generated and maintained?"
