Timestamp,Hypothesis or gap?,Paper ID,Text from paper,Agriculture & Food Industry Changes,Climate & Weather,Human demographics and behavior,Population & Community Ecology,International Travel & Commerce (non-food),Socio-political environment,Hosts,Pathogens,Land Use Changes,Sentence Summary
6/25/2018 15:57,Hypothesis,39,"Ticks are restricted to geographic locations where climatic conditions are suitable for completion of their life cycles and changing climatic conditions (i.e., temperature and precipitation) may shift the geographic range and seasonal period of disease risk and alter transmission dynamics within endemic areas, thereby resulting in changes in spatial and temporal patterns of human disease...Time of onset of human illness and frequency of infection are both associated with seasonal changes in the abundance of host-seeking vector ticks. Because host-seeking phenology is strongly affected by temperature and precipitation, it is likely that climate change will alter the timing and duration of peak risk of exposure to tickborne pathogens.",,"(changes in) precipitation, (changes in) temperature",,,,,(changes in) abundance and distribution,vector transmission,,
6/25/2018 16:40,Hypothesis,40,"It has also been suggested that wildlife host species richness is an important predictor of disease emergence. Conversely, however, biodiversity has also been linked to a decrease in disease risk through the ‘dilution effect’. This was first developed as a framework to infer the dynamics of tick-borne Lyme disease, and describes the association between increasing species richness and reduced disease risk, particularly when the most competent hosts were dominant in the community and alternative hosts negatively influenced the dominant hosts as reservoirs",,,,(changes in) biodiversity,,,,,,
6/25/2018 16:44,Hypothesis,40,"as the host population increases in size, the probability that a virus will be sampled increases, although it is likely that additional factors, including prior immunity and population age structure, will also impact the probability of virus sampling.",,,"(changes in) human density and distribution, (changes in) susceptibility",,,,,virus,,
6/26/2018 13:00,Hypothesis,41,"Contact between donor and recipient hosts is a precondition for virus transfer and is therefore affected by the geographical, ecological, and behavioral separation of the donor and recipient hosts. Factors that affect the geographical distribution of host species (e.g., wildlife trade and the introduction of domestic species) or that decrease their behavioral separation (e.g., bush meat hunting) tend to promote viral emergence",,,(changes in) hunting behaviour,(changes in) geographic overlap,(changes in) animal trade and transport,,,,,
6/26/2018 15:32,Hypothesis,41,"Spillover or epidemic infections have occurred between hosts that are closely or distantly related, and no rule appears to predict the susceptibility of a new host...Viral host switches between closely related species (e.g., between species within genera) may also be limited by cross-immunity to related pathogens or by innate immune resistance to related viral groups.",,,,,,,phylogenetic relatedness,"virus, host switching and breadth (generalism/specialism), immune evasion",,
6/26/2018 15:37,Hypothesis,41,"The initial viral interaction with cells of a new host is a critical step in determining host specificity, and changes in receptor binding often play a role in host transfer...Gaining the ability to bind the new receptor effectively may be a complex process and require multiple changes in the virus.",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
6/26/2018 15:40,Hypothesis,41,"Since the initial infection of individuals of the alternative host is a key step in viral emergence, the preexisting host range of a virus has been thought to influence its ability to become established in a new host. “Generalist” viruses, which infect many different hosts, might be expected to show an increased likelihood of shifting to additional hosts, as they can already use the host cell mechanisms of many hosts to infect and replicate. In contrast, specialist viruses, which naturally infect only one or a few closely related hosts, appear likely to be more strongly restricted by the different receptors and replication mechanisms in newly encountered hosts. However, both generalist and specialist viruses are known to have become established successfully in new hosts, suggesting that there is no generalization that can be made about the likelihood of either type of virus infecting a previously resistant host to create a new epidemic pathogen",,,,,,,,"virus, host switching and breadth (generalism/specialism)",,
6/26/2018 15:43,Hypothesis,41,"in other cases emergence requires the evolution of the virus to allow efficient infection and transmission within the new host. The evolution of viruses to allow adaptation to new hosts is still not well understood. The level of genetic variation is important, and most viruses transferred to new hosts are poorly adapted, replicate poorly, and are inefficiently transmitted, so that the greater the rate of variation the more likely a virus is to adapt to the new host. This indicates that cross-species transmission should be more common in rapidly evolving viruses",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
6/26/2018 17:05,Hypothesis,42,"During unfavorable weather periods, nidus dimensions often contract to spatially delimited refugia that enable host and/or vector and pathogen persistence. Under permissive temperatures, moisture-related focus contraction actually may enhance host-vector contact and therefore transmission.",,"(changes in) precipitation, (changes in) temperature",,(changes in) geographic overlap,,,,vector transmission,,
6/26/2018 17:09,Hypothesis,42,"Pathogen transmission seems to progress most effectively under warm temperatures, because vector populations increase rapidly in abundance and generation times are shortened; blood feeding and oviposition occur more frequently, increasing the frequency of host-vector contact; and rapid pathogen development within the vector shortens the duration of the extrinsic incubation period, thereby increasing the efficiency of transmission. Collectively, changes in these temperature-sensitive variables increase vectorial capacity or the force of transmission that, in part, determines the shape of amplification and epidemic curves and establishes the receptivity of new areas for pathogen invasion.",,(changes in) temperature,,(changes in) interspecies contact,,,"(changes in) abundance and distribution, (changes in) life history",vector transmission,,
6/26/2018 17:12,Hypothesis,42,"Areas with high soil wetness and primary productivity during summer delineate areas suitable for mosquito production and for plants and insects, potential food items for bird populations. Areas with increased vector mosquito and avian abundance potentially have increased transmission of arboviruses such as WNV. On a fine scale, ecotones frequently are utilized by upland bird species such as mourning doves and house finches for roosting and nesting and by mosquitoes for flight paths and host seeking...ecotones seem to define areas of high risk for human infection.",,(changes in) precipitation,,(changes in) geographic overlap,,,"bird, (changes in) abundance and distribution",vector transmission,,
6/26/2018 17:18,Hypothesis,42,"Vectors such as mosquitoes typically have short life cycles, rapid gonotrophic cycles, multiple blood meals during adult life, and therefore frequent, but intermittent, host contact.",,,,(changes in) interspecies contact,,,(changes in) life history,vector transmission,,
6/26/2018 17:22,Hypothesis,42,"Anthropogenic influences such as expanding agriculture or urbanization can markedly change historic nidus dynamics by altering patch size and expanding ecotonal areas, thereby juxtaposing reservoir hosts, domestic animals, and human hosts to vector populations and enhancing tangential transmission...In vast monocultural agricultural settings, farmsteads effectively function as epidemiological islands, bringing nesting/roosting avian hosts and nocturnally questing mosquitoes together in time and space...This concept also applies to small communities within agroecosystems or to parkland or wetlands within or adjacent to urban continuums",(changes in) agriculture and farming practices,,,(changes in) geographic overlap,,,bird,vector transmission,"land conversion for agriculture, urbanization",
6/26/2018 17:24,Hypothesis,42,"Long-distance movements of mosquitoes and arboviruses have been associated with storm fronts and prevailing wind patterns, resulting in the intercontinental dispersal of both vectors and pathogens",,extreme climate events,,,,,(changes in) abundance and distribution,vector transmission,,
6/26/2018 17:26,Hypothesis,42,"For zoonoses, the increase in ecotonal areas has been associated with residences and associated landscaping becoming interspersed among climax and subclimax vegetation or within agroecosystems, especially monocultures such as rice. As indicated above, these fragmented landscapes bring reservoir hosts, vectors, and humans together, enhancing amplification and the risk for tangential transmission.",,,,"(changes in) geographic overlap, (changes in) interspecies contact",,,,vector transmission,"encroachment, fragmentation, land conversion for agriculture, urbanization",
6/28/2018 15:44,Hypothesis,43,"climatic changes may drive the emergence and re-emergence of vector-borne diseases in several ways: (i) poleward spread of vectors and vector-borne pathogens as climate warms in temperate zones and becomes more suitable for these species. This process may also be accompanied by poleward contraction of the most equatorial limits of these species if temperatures become too hot for them; (ii) greater likelihood and frequency of introduction and endemic establishment of tropical and subtropical vector-borne diseases into currently temperate regions by a combination of (a) rising temperatures in the receiving location, increasing vector and vector-borne pathogen survival; (b) increasing abundance of vectors and vector-borne pathogens in tropical and subtropical source locations; and (c) increasing rates of import of (particularly) tropical and subtropical vector-borne pathogens due to increased climate change-related human migration",,"global warming, (changes in) temperature",(changes in) human density and distribution,(changes in) geographic overlap,,,(changes in) abundance and distribution,vector transmission,,
6/28/2018 15:46,Hypothesis,43,"Humidity impacts the time that vectors can spend in host and/or meal-seeking activity. Drier environments mean more frequent energy-expensive rehydration...this reduces the time spent seeking host meals and diverts finite energy sources away from host-meal finding, ultimately reducing the likelihood that vectors will survive to successfully feed on a host",,(changes in) humidity,,,,,,vector transmission,,
6/28/2018 15:49,Hypothesis,43,"A key determinant of the spatiotemporal occurrence of dipteran-borne pathogens is the extrinsic incubation period (EIP). The EIP is the time it takes for a pathogen ingested by the fly when it feeds on an infected human or animal to spread from the gut of the fly through the haemocoele to the salivary glands, from which the pathogen can then be released to infect another animal or human when the fly feeds again, which can involve simple pathogen multiplication and dissemination or complex sexual cycles. The speed with which EIP occurs depends on temperature: the warmer the temperature, the faster EIP occurs. If temperature conditions are too low, the EIP is longer than the average life expectancy of the fly and, therefore, pathogen transmission cycles cannot occur, even if vector populations are abundant. Also, at high temperatures, fly mortality rates may increase faster than the shortening of EIP, resulting in upper temperature limits for pathogen transmission",,(changes in) temperature,,,,,,vector transmission,,
6/28/2018 15:50,Hypothesis,43,"Changing seasonality may impact the dynamics of zoonotic pathogen transmission by changing the timings of vector seasonal activity and host demographic processes. This may be particularly important for tick-borne diseases because of the linkage of the phenology of transmission to phenology of tick development, and could alter the landscape of fitness of different pathogens and strains, perhaps causing either re-emergence events or the evolution of novel, pathogenic genotypes",,(changes in) seasons and seasonality,,,,,,vector transmission,,
6/28/2018 15:56,Hypothesis,43,A warming climate may also render temperate zones more susceptible to introduction and endemic establishment of tropical and/or subtropical vectors and vector-borne diseases introduced by travellers or trade products by allowing the greater survival of exotic vectors and permitting transmission cycles (by lowering the EIP) vectored by competent endemic vectors or introduced exotic species.,,global warming,,,"(changes in) global trade, tourism and travel",,,vector transmission,,
6/28/2018 16:24,Hypothesis,44,"That RNA viruses seem to possess inherently more “emergibility” than DNA viruses has usually been put down to their very rapid rates of evolutionary change. RNA viruses are thought to evolve many logs faster than DNA viruses because of a combination of highly error-prone replication with RNA polymerase or reverse transcriptase, large population sizes, and rapid replication rates. In turn, a rapid rate of evolutionary change allows RNA viruses to quickly generate the mutations that might be required to adapt them to new environments, including new host species.",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
6/28/2018 16:31,Hypothesis,44,"Because all viruses have an absolute dependence on host cellular machinery for a productive life cycle, the interaction between viral proteins and the cellular receptors of host cells makes up a large part of the viruses’ fitness landscape. We would therefore expect the interaction between specific viral sequences and cellular receptors to be of particular importance in determining why some RNA viruses are more often associated with cross-species transmission than others",,,,,,,,"virus, host switching and breadth (generalism/specialism)",,
6/28/2018 16:33,Hypothesis,44,"The intimacy of the relationship between virus and cell receptor also predicts that generalist viruses, which infect a broad range of cellular receptors, are more able to cross species boundaries than specialist viruses that have a narrower tropism. Strikingly, provisional analyses suggest that this is indeed the case, as viruses that utilize conserved cell receptors are more able to jump species boundaries than viruses that use divergent cell receptors",,,,,,,,"virus, host switching and breadth (generalism/specialism)",,
6/28/2018 16:46,Hypothesis,44,"Another factor that might influence the ability of viruses to cross species boundaries is the mode of transmission. It is easy to imagine how certain types of transmission mechanism—particularly respiratory and vector-borne transmission—might more readily facilitate viral emergence than others. In both these cases, the probability of exposure to an emergent virus is relatively high compared to viruses that are blood-borne or sexually transmitted",,,,,,,,"virus, host switching and breadth (generalism/specialism), close contact, vector transmission",,
6/28/2018 16:59,Hypothesis,44,"The next question that arises is whether some viruses are more able to jump species boundaries than others. The most compelling idea in this context is that there are phylogenetic constraints to this process, such that the more closely related the host species in question, the greater the chance of successful cross-species transmission...there is no evidence that the viruses that infect humans come from organisms as divergent as plants, fish, reptiles, or amphibians...Rather, the majority of human viruses are of mammalian origin, with an occasional few coming from birds...There are also good mechanistic reasons for believing that there is a relationship between phylogenetic distance and the likelihood of viral emergence. In particular, if, as argued above, the ability to recognize and infect host cells is a key component of cross-species transmission, then phylogenetically related host species are more likely to share related cell receptors. Given the pace at which RNA viruses evolve, it is easy to see that highly dependent relationships between viruses and cell receptors will be quickly established, so that the probability of successful cross-species transmission will decrease with increasing phylogenetic distance.",,,,,,,phylogenetic relatedness,"virus, host switching and breadth (generalism/specialism)",,
6/28/2018 17:02,Hypothesis,44,a large number of the emerging viruses of humans appear to have arisen from rodents rather than primates . This implies that the high density of many rodent populations allows them to carry a greater diversity of pathogens and/or that rodents often live in close proximity to humans which increases the probability of exposure,,,,(changes in) geographic overlap,,,"rodent, (changes in) abundance and distribution",virus,,
6/28/2018 17:13,Hypothesis,44,"Although the engine of RNA virus evolution is undoubtedly their high mutation rate, there is mounting evidence that the genetic variability observed in RNA virus populations can be shaped, in part, by recombination. Further, because recombination is a process that potentially increases fitness by creating advantageous genotypes and removing deleterious mutations, it might also be supposed that it can assist the process of emergence.",,,,,,,,"virus, adaptation and evolution",,
6/29/2018 9:25,Hypothesis,45,"In tropical regions, seasonal changes in disease risk are often attributable to the appearance of the ‘rainy season’ or (in Asia) the monsoon, which provides mosquito vectors with abundant pools for oviposition and larval maturation",,"(changes in) precipitation, (changes in) seasons and seasonality",,,,,,vector transmission,,
6/29/2018 9:26,Hypothesis,45,"In subtropical and temperate zones, warmer weather is associated with shorter insect generation times, and increased biting activity",,(changes in) temperature,,,,,,vector transmission,,
6/29/2018 9:27,Hypothesis,45,"For viral zoonoses, rainfall may enhance risk by increasing animal reservoir populations.",,(changes in) precipitation,,,,,(changes in) abundance and distribution,virus,,
6/29/2018 11:41,Hypothesis,46,The similarity between human and nonhuman primates permits many viruses to cross the species barrier between different primate species.,,,,,,,"non-human primate, phylogenetic relatedness",virus,,
6/29/2018 11:42,Hypothesis,46,"Other viruses...may need multiple genetic changes to adapt successfully to humans as a new host species; these changes might include differential receptor usage, enhanced replication, evasion of innate and adaptive host immune defenses, and/or increased efficiency of transmission.",,,,,,,,"virus, adaptation and evolution, immune evasion",,
6/29/2018 15:44,Hypothesis,47,"rich food resources may increase the birth and litter survival rates of urban-adapted species, thus intensifying the parasite transmission due to the abundance of highly susceptible juvenile hosts.",,,,,,,"(changes in) abundance and distribution, (changes in) foraging behaviour",,urbanization,
6/29/2018 15:45,Hypothesis,47,"In urban and peri-urban areas, the frequency of contact between wildlife and humans changes from sporadic encounters to permanently sharing the environment, thus greatly increasing the chance of parasite transmission to humans",,,,(changes in) interspecies contact,,,,,urbanization,
7/4/2018 2:58,Hypothesis,48,"Ships represent a mechanism of microorganism dissemination. Most ships use water as a ballast system, and, for example, the ports of the USA receive about 79 millions tons of ballast water every year. In 1990, Vibrio cholerae O1, Inaba, biotype El Tor, originating in India was isolated in ballast water from five ships in the ports of Mexican Bay. In addition, cruise ships can disseminate infectious diseases such as diarrhoea, legionellosis (through hot tubs), or influenza.",,,,,"(changes in) global transportation, tourism and travel",,,,,
7/4/2018 3:01,Hypothesis,48,"The development of transport and communication constitutes a remarkable factor in the worldwide dispersion of microorganisms. Ships, aeroplanes or other vehicles can disseminate vectors of microorganisms, such as birds and insects. When insects arrive in a new environment, they have to adapt to the new ecosystem and establish themselves—dissemination to adjacent areas may then follow.",,,,"(changes in) biodiversity, (changes in) community composition","(changes in) animal trade and transport, (changes in) global trade, (changes in) global transportation, tourism and travel",,(changes in) abundance and distribution,,,
7/4/2018 3:05,Hypothesis,48,"The main sources of intercontinental movements are migration, political refugees, cooperating persons, and international adoptions. Throughout history, there are many examples of the role of missionaries, explorers, wanderers or other types of travellers who introduced a human pathogen into a susceptible population. Population movements associated with wars or violent conflicts, as well as environmental disasters, can lead to epidemiological outbreaks (e.g. cholera and typhoid fever), which are the consequence of population overcrowding, malnutrition, unhygienic conditions, and basic medical services.",,,"(changes in) human density and distribution, (changes in) susceptibility",,tourism and travel,"human displacement, (changes in) sanitation and public health infrastructure, war & conflict",,,,
7/4/2018 3:10,Hypothesis,48,"International travel, tourism and commerce are increasing, and they constitute an efficient transport system for pathogens and vectors. The introduction of budget and low-cost airlines has revolutionized the travel industry, making travel significantly cheaper. The World Traveller’s Organization reported that the destination of about 40% of intercontinental journeys is an underdeveloped country. In 2000, 79 million people chose an exotic country as their destination for holidays. The SARS outbreak is an example of how travel aided the rapid spread of an emerging pathogen from China to susceptible populations worldwide. Tourists risk acquiring infections when they are in new environments, because they are exposed to illnesses for which they have no resistance. Traveller’s diarrhoea caused by different diarrhoeagenic Escherichia coli strains is one of the most common infectious diseases imported from exotic countries.",,,"(changes in) human density and distribution, (changes in) susceptibility",(changes in) geographic overlap,"(changes in) global trade, (changes in) global transportation, tourism and travel",,,,,
7/4/2018 3:12,Hypothesis,48,"Antimicrobial resistance has been considered to be an EID. The easy acquisition of antibiotics and their incorrect and abusive use play an important role in the increase of bacterial resistance to these antimicrobial agents. In addition, resistance can be spread to bacteria belonging to the same or different species by mobile genetic elements such as plasmids, transposons, or integrons.",,,,,,,,"bacteria, adaptation and evolution, drug resistance",,
7/4/2018 3:17,Hypothesis,48,"Finally, the role of environmental change, a global problem, is important in dissemination of infectious diseases. There are multiple ways by which environmental changes could contribute to the emergence and spread of infectious diseases: natural disasters (e.g. flood, drought, earthquake, and famine), deforestation, global warming, and climate change. Deforestation, road construction, irrigation, intensive agriculture and animal production systems, uncontrolled spread of human habitat, lack of public health and contamination are examples of environmental changes caused by human activity that facilitate the emergence of infectious diseases. Zoonotic transmission of infectious diseases is facilitated by encroachment of human habitation and the loss of niche environments.","(changes in) agriculture and farming practices, (changes in) water management","climate change (non-specific), extreme climate events, global warming",(changes in) human density and distribution,,,(changes in) sanitation and public health infrastructure,,,"deforestation, encroachment, environmental degradation, land conversion for agriculture, land use (general), urbanization",
7/6/2018 1:42,Hypothesis,49,"Many re-emergences have been catalysed by wars, loss of social cohesion, and natural disasters such as earthquakes and floods, indicating the importance not only of microbial and viral factors, but also of social and environmental determinants.",,extreme climate events,,,,"(changes in) governance & politics, war & conflict",,,,
7/6/2018 1:52,Hypothesis,49,"Viruses in these groups have co-evolved with specific rodent species whose contact with humans has increased as a result of modern environmental and human behavioural factors. Farming, keeping domestic pets, hunting and camping, deforestation and other types of habitat destruction all create new opportunities for such infectious agents to invade human hosts.","(changes in) agriculture and farming practices, (changes in) livestock densities and distribution",,"captive wildlife, (changes in) hunting behaviour",(changes in) interspecies contact,tourism and travel,,rodent,"virus, adaptation and evolution","deforestation, encroachment, environmental degradation, land use (general)",
7/6/2018 1:59,Hypothesis,49,"The impact of both new and re-emerging infectious diseases on human populations is affected by the rate and degree to which they spread across geographical areas, depending on the movement of human hosts or of the vectors or reservoirs of infections. Travel has an important role in bringing people into contact with infectious agents.",,,(changes in) human density and distribution,"(changes in) geographic overlap, (changes in) interspecies contact","(changes in) global transportation, tourism and travel",,(changes in) abundance and distribution,,,
7/6/2018 2:00,Hypothesis,49,"Drug resistance, another factor causing microbial and viral re-emergence, may result from mutation (for example, in the case of viruses and M. tuberculosis), or from bacterial acquisition of extraneous genes through transformation or infection with plasmids.",,,,,,,,"adaptation and evolution, drug resistance",,
7/6/2018 2:03,Hypothesis,49,"Immune deficiency associated with AIDS, and with chemotherapy for cancer, immune-mediated diseases and transplantation, has contributed to an enormous global increase in the numbers of immunosuppressed people over the past few decades (probably more than 1% of the world's population), setting the stage for the re-emergence of many opportunistic infections.",,,(changes in) susceptibility,,,,,immune evasion,,
7/6/2018 2:24,Hypothesis,50,One of the factors enabling viruses to cross the species barrier is their potential to adapt rapidly to a changing environment via their high genetic variability.,,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
7/6/2018 2:27,Hypothesis,50,"Tropical forests are the ecosystems with the highest biodiversity (species richness) of all terrestrial ecosystems, and may harbour an estimated 50% of total global biodiversity. Along with this high biodiversity of ‘higher’ multi-cellular organisms, an immense richness of viral pathogens has also evolved. The increased contact between humans and wild animals along the interface of tropical forests and high population densities of humans and domestic animals pose a high risk for the emergence of novel diseases.",,,(changes in) human density and distribution,"(changes in) biodiversity, (changes in) interspecies contact",,,(changes in) abundance and distribution,,,
7/6/2018 2:29,Hypothesis,50,"The human invasion into formerly untouched areas through hunters, villagers, miners, forest product gatherers and tourists, among others, leads to intensified contacts with free-living animals.",,,"(changes in) food preferences, preparation, and storage, (changes in) human density and distribution, (changes in) hunting behaviour",(changes in) interspecies contact,tourism and travel,,,,"deforestation, encroachment, extractive industries",
7/6/2018 2:34,Hypothesis,50,"To cause disease in a new host species, the pathogen has to jump the species barrier between the zoonotic pool (the animal host) and humans or vice versa. RNA viruses are associated with all known mechanisms of generating genetic variation to ensure their survival (mutation, recombination, genome segment reassortment). They show extremely high mutation rates resulting from a high RNA polymerase error rate and the apparent absence of any error correction or proofreading mechanism. As a result of this high mutation rate, RNA virus populations consist of a dynamic swarm of mutants, called viral quasispecies, even within a single host individual. The advantage of maintaining such a genetically highly diverse population becomes obvious when the virus is introduced into a new environment, like a new host species. In this case, a mutant might be present in the population that already shows a high level of fitness in the new environment and is capable of adapting rapidly to the new host.",,,,,,,,"virus, adaptation and evolution, host switching and breadth (generalism/specialism)",,
7/6/2018 2:39,Hypothesis,50,"The emergence and re-emergence of various infectious diseases is linked to regional as well as to global climatic changes. At present, global warming is about to reshape vegetation zones and can be expected to change the distribution and abundance of vector-borne infections. The probably best-known and most potent source of interannual climate variability are the El Niño-Southern Oscillations (ENSO), a continuous but irregular cycle of shifts in ocean and atmospheric conditions that affect the global climate. El Niño, Spanish for ‘the Child’ (and specifically the Christ child), causes changes in the risk of droughts, floods and tropical cyclones in different parts of the world and is generally linked to an increased impact of natural disasters on a global scale. The past 20 years have witnessed the two strongest El Niño events on historical record (1982–1983, 1997–1998), leading many authors to speculate that ENSO may be increasing as a result of global warming. Weather events and climatic changes can have a significant effect on insect and rodent populations, reproduction or mortality rates and can influence the overall abundance of these disease vectors.",,"El Niño Southern Oscillation (ENSO), extreme climate events, global warming",,(changes in) geographic overlap,,,"rodent, (changes in) abundance and distribution, (changes in) life history",vector transmission,,
7/6/2018 2:41,Hypothesis,50,Translocation: The Introduction of Pathogens to New Geographic Areas. The Example of the West Nile Virus The unprecedented epidemic of West Nile encephalitis in New York in the summer and fall of 1999 demonstrated the ease of introducing pathogens into new geographic areas in today’s era of rapid transportation and mobility of people and animals.,,,,"(changes in) community composition, (changes in) geographic overlap","(changes in) animal trade and transport, (changes in) global trade, (changes in) global transportation, tourism and travel",,,,,
7/6/2018 2:44,Hypothesis,50,"Driven by human population growth, the global structure of animal husbandry and agriculture has undergone severe changes in recent decades. The invention of industrial farming in agriculture has led to considerable advances in human welfare all over the world, but these new technologies also bear the danger of causing new health hazards in the form of zoonotic diseases. Especially in the developing countries, an ever increasing demand for meat and milk production on a large scale is expected in the near future.","(changes in) agriculture and farming practices, (changes in) food availability and distribution, (changes in) livestock densities and distribution",,"(changes in) food preferences, preparation, and storage, (changes in) human density and distribution",,,,(changes in) abundance and distribution,,,
7/6/2018 4:12,Hypothesis,51,"Several zoonotic agents can be directly transmitted from wildlife to humans, e.g., Francisella tularensis, the causative agent of tularemia, can be transmitted by skin contact with an infested, diseased, or dead hare or rodent. By contrast, rabies virus is transmitted by bite (saliva) from a rabid animal. Hantaviruses are spread from rodents to humans by aerosols in dust from rodent excreta.",,,,(changes in) interspecies contact,,,,"host switching and breadth (generalism/specialism), close contact",,
7/6/2018 4:13,Hypothesis,51,"Zoonotic agents can also be spread from wildlife to humans indirectly by contaminated food and water, for example Salmonella spp. and Leptospira spp.",,,,,,,,"host switching and breadth (generalism/specialism), intermediate transmission",,
7/6/2018 4:15,Hypothesis,51,"Many zoonoses with a wildlife origin are spread through insect vectors. For example, mosquitoes are well-known vectors of several wildlife zoonoses, such as Rift Valley fever, equine encephalitis, and Japanese encephalitis. Y. pestis can be spread by fleas, Bacillus anthracis spores by flies, and Leishmania by sand-flies, whereas ticks are essential in the spread of Borrelia burgdorferi and Ehrlichia/Anaplasma.",,,,,,,,"host switching and breadth (generalism/specialism), vector transmission",,
7/6/2018 4:19,Hypothesis,51,"Wild rodents also constitute a reservoir of hantaviruses. The viruses are shed in urine, droppings, and saliva, and humans are mainly infected aerogenically by inhaling aerosols containing the virus. Precipitation, habitat structure, and food availability are critical environmental factors that affect rodent population dynamics as well as viral transmission between animals and subsequently the incidence of human infection. The deer mouse is a reservoir host for Sin Nombre hantavirus, which causes hantavirus pulmonary syndrome in the southwestern United States. Because of climatic changes with increased rainfall in recent years, host abundance, and thereby spread of the pathogen, has increased, with subsequent transmission to humans.","attraction of wildlife and commensals, (changes in) food availability and distribution",(changes in) precipitation,,,,,"rodent, (changes in) abundance and distribution",virus,,
7/6/2018 4:22,Hypothesis,51,"The movement of pathogens, vectors, and animal hosts is another factor influencing the epidemiology of zoonoses with a wildlife reservoir. Such movement can, for example, occur through human travel and trade, by natural movement of wild animals including migratory birds, and by anthropogenic movement of animals. For instance, infectious agents harbored within insects, animals, or humans can travel halfway around the globe in <24 hours in airplanes. Thus, infectious agents can be transported to the farthest land in less time than it takes most diseases to incubate.",,,,(changes in) geographic overlap,"(changes in) animal trade and transport, (changes in) global trade, (changes in) global transportation, tourism and travel",,(changes in) abundance and distribution,,,
7/6/2018 4:27,Hypothesis,51,"Microbial changes or adaptation also influence the epidemiology of zoonoses with a wildlife reservoir. These changes include mutations, such as genetic drift in viruses; activation and silencing of genes; genetic recombinations, such as genetic shift in viruses; and conjugation, transformation, and transduction in bacteria. Natural selection and evolution also play a role. Transmission of adaptive or genetically changed microorganisms from wildlife to humans, either directly or indirectly through domestic animals, may occur in many ways. In this respect an international wildlife trade, often illegal, in which wild animals end up in live-animal markets, restaurants, and farms, is important because such practices increase the proximity between wildlife, domestic animals, and humans.","(changes in) agriculture and farming practices, (changes in) livestock densities and distribution",,"captive wildlife, (changes in) food preferences, preparation, and storage","(changes in) community composition, (changes in) geographic overlap, (changes in) interspecies contact",(changes in) animal trade and transport,,,"adaptation and evolution, host switching and breadth (generalism/specialism)",,
7/6/2018 4:29,Hypothesis,51,"Human behavior and demographic factors can also influence the epidemiology of zoonoses with a wildlife reservoir. Hiking, camping, and hunting are activities that may represent risk factors for acquiring certain zoonoses with a wildlife reservoir, ...",,,"(changes in) human density and distribution, (changes in) hunting behaviour",(changes in) interspecies contact,tourism and travel,,,,encroachment,
7/7/2018 17:15,Hypothesis,52,"Thus, the rise of agriculture starting 11,000 years ago played multiple roles in the evolution of animal pathogens into human pathogens. Those roles included both generation of the large human populations necessary for the evolution and persistence of human crowd diseases, and generation of large populations of domestic animals, with which farmers came into much closer and more frequent contact than hunter/gatherers had with wild animals.","(changes in) agriculture and farming practices, (changes in) livestock densities and distribution",,(changes in) human density and distribution,(changes in) interspecies contact,,,,,,
7/7/2018 17:17,Hypothesis,52,"A final noteworthy point about animal-derived human pathogens is that virtually all arose from pathogens of other warm-blooded vertebrates, primarily mammals plus in two cases (influenza A and ultimately falciparum malaria) birds. This comes as no surprise, considering the species barrier to pathogen transfer posed by phylogenetic distance (Box 2). An expression of this barrier is that primates constitute only 0.5% of all vertebrate species but have contributed about 20% of our major human diseases. Expressed in another way, the number of major human diseases contributed, divided by the number of animal species in the taxonomic group contributing those diseases, is approximately 0.2 for apes, 0.017 for non-human primates other than apes, 0.003 for mammals other than primates, 0.00006 for vertebrates other than mammals, and either 0 or else 0.000003 (if cholera really came from aquatic invertebrates) for animals other than vertebrates.",,,,,,,"non-human primate, phylogenetic relatedness, reservoir competence",host switching and breadth (generalism/specialism),,
7/7/2018 17:18,Hypothesis,52,"Despite their large phylogenetic distance from humans, many of our zoonoses and probably two of our established diseases (plague and typhus) have been acquired from rodents, because of their high abundance and frequent encounters with humans in dwellings.",,,,"(changes in) geographic overlap, (changes in) interspecies contact",,,"rodent, (changes in) abundance and distribution",,,
7/7/2018 17:20,Hypothesis,52,"Similarly, about half of our established temperate diseases have been acquired from domestic livestock, because of high local abundance and very frequent contact.",(changes in) livestock densities and distribution,,,"(changes in) geographic overlap, (changes in) interspecies contact",,,(changes in) abundance and distribution,,,
7/7/2018 17:26,Hypothesis,53,"Certainly, for parasitic emerging and re-emerging infections, human encroachment into wildlife habitat or increased wildlife populations that thrive in a human environment are factors that allow such emergence or re-emergence.",,,(changes in) human density and distribution,"(changes in) geographic overlap, (changes in) interspecies contact",,,(changes in) abundance and distribution,"helminths, protozoa","encroachment, urbanization",
7/7/2018 17:28,Hypothesis,53,Modification of natural habitats by human population activities and increased pet populations are also associated with the emergence of parasitic zoonoses such as toxoplasmosis.,,,,,,,,"helminths, protozoa","environmental degradation, land use (general)",
