records,rec,resultID,header,shortDbName,longDbName,uiTerm,controlInfo,bkinfo,btl,isbn,type,sertl,jinfo,jtl,issn,type,pubinfo,dt,year,month,day,vid,iid,place,artinfo,ui,type,ppf,ppct,formats,fmt,type,size,tig,atl,aug,au,affil,sug,subj,type,ab,pubtype,doctype,pages,su,language,code,revinfo,dissinfo,disstl,degree,dissinst,displayInfo,pLink,url
,,49,,ecn,EconLit,1611467,,,,,,,,Aquaculture Economics and Management,13657305,print,,20160101,2016,1,1,20,4,,,,,,15,,,,,,The Impact of Media Coverage and Demographics on the Demand for Norwegian Salmon,,"Liu, Pei",,,,,"Although consumption is increasing, aquaculture is controversial in many countries because of the potential environmental impact, leading to substantial media coverage. In this article, we investigate the impact on demand for salmon in Norway with a single equation specification as well as a demand system. As Norway is a large salmon producer, the media coverage is highly varied. Our media coverage data can be broken down into 10 different categories, which vary from positive coverage such as cooking recipes to negative coverage of production problems such as disease. Our results indicate that in aggregate, the media coverage has little impact on demand for salmon. There are some indications that the positive coverage increases demand. There are also spillover effects relatively to other goods (cod, poultry and red meat).",Journal Article,,342-356,Consumer Economics: Empirical Analysis,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1611467&site=ehost-live
,,67,,slh,Sociological Collection,112090650,,,,,,,,Science,368075,,,1/1/2016,2016,1,1,351,6268,,,10.1126/science.aac8608,doi,81,4,,,,,,Co-circulation of three camel coronavirus species and recombination of MERS-CoVs in Saudi Arabia.,,"Sabir, Jamal S. M.","Biotechnology Research Group, Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah 21589, Saudi Arabia",,MIDDLE East respiratory syndrome transmission,unclass,"Outbreaks of Middle East respiratory syndrome (MERS) raise questions about the prevalence and evolution of the MERS coronavirus (CoV) in its animal reservoir. Our surveillance in Saudi Arabia in 2014 and 2015 showed that viruses of the MERS-CoV species and a human CoV 229E-related lineage co-circulated at high prevalence, with frequent co-infections in the upper respiratory tract of dromedary camels. Including a betacoronavirus 1 species, we found that dromedary camels share three CoV species with humans. Several MERS-CoV lineages were present in camels, including a recombinant lineage that has been dominant since December 2014 and that subsequently led to the human outbreaks in 2015. Camels therefore serve as an important reservoir for the maintenance and diversification of the MERS-CoVs and are the source of human infections with this virus.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=112090650&site=ehost-live
,,112,,slh,Sociological Collection,118810077,,,,,,,,Science,368075,,,10/14/2016,2016,10,14,354,6309,,,10.1126/science.aaf8852,doi,213,5,,,,,,Role for migratory wild birds in the global spread of avian influenza H5N8.,,"Lycett, Samantha J.","The Roslin Institute, University of Edinburgh, Edinburgh EH25 9RG, UK.",,KOREA (South),geo,"Avian influenza viruses affect both poultry production and public health. A subtype H5N8 (clade 2.3.4.4) virus, following an outbreak in poultry in South Korea in January 2014, rapidly spread worldwide in 2014–2015. Our analysis of H5N8 viral sequences, epidemiological investigations, waterfowl migration, and poultry trade showed that long-distance migratory birds can play a major role in the global spread of avian influenza viruses. Further, we found that the hemagglutinin of clade 2.3.4.4 virus was remarkably promiscuous, creating reassortants with multiple neuraminidase subtypes. Improving our understanding of the circumpolar circulation of avian influenza viruses in migratory waterfowl will help to provide early warning of threats from avian influenza to poultry, and potentially human, health.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=118810077&site=ehost-live
,,4,,slh,Sociological Collection,124122474,,,,,,,,Science,368075,,,7/14/2017,2017,7,14,357,6347,,,,,149,4,,,,,,Opportunities and challenges in modeling emerging infectious diseases.,,"Metcalf, C. Jessica E.",,,COMMUNICABLE diseases -- International cooperation,unclass,"The article discusses the trends, opportunities and challenges in mathematically modeling emergent pathogens or emerging infectious diseases (EIDs) among the human population. Topics include the roles of such models in assessing the risk and framing the response to emerging pathogens, the limitations and pitfalls to their use due to data scarcity, and several viral emergence events that occurred in the past decade such as the 2009 pandemic of H1N1 influenza and the West African Ebola outbreak.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=124122474&site=ehost-live
,,9,,slh,Sociological Collection,124122473,,,,,,,,Science,368075,,,7/14/2017,2017,7,14,357,6347,,,,,146,3,,,,,,Driving improvements in emerging disease surveillance through locally relevant capacity strengthening.,,"Halliday, Jo E. B.",,,PUBLIC health surveillance,unclass,"The article discusses the state of global capacity for emerging infectious disease (EID) surveillance. Topics include the limited ability to predict and respond to EID particularly in low- and middle-income countries (LMIC), the failure of most member states of the United Nations to achieve the required standard for developing surveillance systems, and several existing frameworks for evaluating surveillance capacities and the capacity-strengthening needs for EIDs and existing disease challenge.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=124122473&site=ehost-live
,,10,,ecn,EconLit,1663541,,,,,,,,Asia Europe Journal,16102932,print,,20170901,2017,9,1,15,3,,,http://dx.doi.org/10.1007/s10308-016-0463-0,doi,,17,,,,,,Influence of EU-ASEAN Health Interregionalism on Regional Health Governance,,"Rollet, Vincent",,,,,"Over the past decade, remarkable and sustainable progresses have been made in the Association of Southeast Asian Nations (ASEAN) region in the domain of communicable disease control. Nevertheless, communicable diseases remain an important public health issue in the region. In December 2009, within the framework of its Regional Programming for Asia (2007-2013), the European Union (EU) launched a Regional Program on Highly Pathogenic and Emerging Diseases (HPED) in Asia. This 4-year interregional cooperation initiative aimed at enable ASEAN to control zoonoses and to improve pandemic preparedness in the region. Assessing this interregional initiative, the main objective of this paper is to shed light on the nature and functions of health interregionalism between Asia and Europe and its influence on regional health governance. It concludes that while in the specific context of the EU-ASEAN HPED program, health interregionalism had varied functions and a substantial influence on regional health governance, this initiative did not use the full potential that interregional health mechanism may provide to influence the development of another region or to promote the EU's specific actorness in regional and global health.",Journal Article,,243-259,Health Behavior,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1663541&site=ehost-live
,,13,,slh,Sociological Collection,123391138,,,,,,,,Science,368075,,,6/1/2017,2017,6,2,356,6341,,,,,901,3,,,,,,BAT PATROL.,,"Kupferschmidt, Kai",,,EBOLA virus disease,unclass,"The article focuses on a study about the natural history of the Ebola virus including how it causes outbreaks. It reveals that Ebola is a zoonosis, an animal disease that kills several species, including antelopes, chimpanzees, and gorillas, but scientists have discovered that bats were able to host the virus without dying from it.",Academic Journal,Article,,,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=slh&AN=123391138&site=ehost-live
,,16,,ecn,EconLit,1647498,,,,,,,,International Advances in Economic Research,10830898,print,,20170501,2017,5,1,23,2,,,http://dx.doi.org/10.1007/s11294-017-9631-2,doi,,11,,,,,,The Impact of Public Health Spending on California STD Rates,,"Gallet, Craig Arthur",,,,,"This study assesses the impact of county-level public health spending on rates of sexually transmitted disease (STD) in California. Across a variety of empirical specifications, increases in own-county public health spending reduce rates of gonorrhea and syphilis. Indeed, a $1 increase in per capita public health spending reduces the gonorrhea (syphilis) rate by approximately 0.30 (0.60) percent. Spillover effects are also associated with public health spending, as increases in border-county spending reduce STD rates. To varying degrees of significance, county STD rates are also sensitive to lagged STD rates, county racial composition, whether or not a public university is located within the county, and a yearly time trend.",Journal Article,,149-159,State and Local Government: Health; Education; Welfare; Public Pensions,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1647498&site=ehost-live
,,24,,ecn,EconLit,1668110,,,,,,,,,,,,20170101,2017,1,1,,,,,,,,,,,,,,The Effects of Perceived Disease Risk and Access Costs on Infant Immunization,,"Schaller, Jessamyn",,,,,"This paper examines the determinants of parental decisions about infant immunization. Using the exact timing of vaccination relative to birth, we estimate the effects of local pertussis outbreaks occurring in-utero and during the first two months of life on the likelihood of on-time initial immunization for pertussis and other immunizations. We find that parents respond to changes in perceived disease risk: pertussis outbreaks within a state increase the rate of on-time receipt of the pertussis vaccine at two months of age. This response is concentrated among low-socioeconomic status (SES) subgroups. In addition, we find that pertussis outbreaks increase the likelihood of immunization against other vaccine-preventable diseases. These spillover effects are almost as large the direct effects and are present only for vaccines that are typically given during the same visit as the pertussis vaccine, which suggests that healthcare access costs play an important role in parents' vaccination decisions.",Working Paper,,,"Health, Education, and Welfare: General",English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1668110&site=ehost-live
,,25,,ecn,EconLit,1629633,,,,,,,,,,,,20170101,2017,1,1,,,,,,,,,,,,,,Direct and Spillover Effects of Middle School Vaccination Requirements,,"Carpenter, Christopher S.",,,,,"We study the direct and spillover effects of state requirements that middle school youths obtain a tetanus, diphtheria, and pertussis (Tdap) booster prior to middle school entry. These mandates increased vaccine take-up by 29 percent and reduced pertussis (whooping cough) incidence in the population by a much larger 53 percent due to herd immunity effects. We also document cross-vaccine spillovers: the mandates increased adolescent vaccination for meningococcal disease and human papillomavirus (which is responsible for 98 percent of cervical cancers) by 8-34 percent, with particularly large effects for children from low SES households.",Working Paper,,,Health: General,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1629633&site=ehost-live
,,58,,ecn,EconLit,1667864,,,,,,,,,,,,20170101,2017,1,1,,,,,,,,-1,,,,,,Preventing the White Death: Tuberculosis Dispensaries,,"Hansen, Casper Worm",,,,,"Tuberculosis (TB) is a leading cause of death worldwide and, while treatable by antibiotics since the 1940s, drug resistant strains have emerged. This paper estimates the effects of the establishment of a pre-antibiotic era public health institution, known as a TB dispensary, designed to prevent the spread of the disease. Our annual difference-in-differences estimation reveals that the rollout of the dispensaries across Danish cities led to a 19 percent decline in the TB mortality rate, but exhibits no significant impacts on other diseases in placebo regressions. We next take advantage of the dispensaries' explicit targeting on TB to set up a triple-differences model which exploits other diseases as controls and obtain a similar magnitude of the effect. Using monthly mortality data in a similar strategy leads to the same conclusion. In addition, we find small positive spillover effects of the dispensaries on productivity as measured by annual income per taxpayer at the city level, digitized from historical tax-assessment records. Overall, the evidence highlights the provision of personalized information on infectious diseases as a cost-effective cause of the historical mortality decline.",Working Paper,,114 pages,Externalities,English,eng,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1667864&site=ehost-live
,,109,,ant,Anthropology Plus,666134,,,,,,,,Journal of the Royal Anthropological Institute,1467-9655,print,,2017,2017,1,1,23,3,,,,,,,,,,,,Zoonotic diagrams : mastering and unsettling human-animal relations.,,"Lynteris, Christos",,,Human-animal relationships,unclass,,electronic resource,,,,,,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ant&AN=666134&site=ehost-live
,,143,,ant,Anthropology Plus,656989,,,,,,,,American journal of physical anthropology,1096-8644,print,,2017,2017,1,1,162,,,,,,,,,,,,,Primates on display : potential disease consequences beyond bushmeat.,,"Muehlenbein, Michael P., 1976-",,,Human-animal relationships,unclass,,electronic resource,,,,,,,,,,,,,http://proxy-remote.galib.uga.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ant&AN=656989&site=ehost-live
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVESTOCK,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHYLOGENY,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTHROPOLOGY,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Welburn, Susan",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith, James",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analysis of Health Care Markets,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health: Government Policy; Regulation; Public Health,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic Development: Human Resources; Human Development; Income Distribution; Migration,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ambrose, Monique",,,INFLUENZA A H7N9,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worobey, Michael",,,HEMAGGLUTININ,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lloyd-Smith, James O.",,,GENOMIC imprinting,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Ecology and Evolutionary Biology, University of Arizona, Tucson, AZ 85721, USA.",,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fogarty International Center, National Institutes of Health, Bethesda, MD 20892, USA.",,CLADISTIC analysis,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATISTICAL models,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lessler, Justin",,,DISEASES -- Mathematical models,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE disease epidemiology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBOLA virus disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H1N1 (2009) influenza,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDF,348KB,,,,,,,EMERGING infectious diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EAR, Sophal",unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE diseases -- Research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFLUENZA A H5N1,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWINE influenza,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rayner, Julian C.",,,APES -- Diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hahn, Beatrice H.",,,MALARIA -- Transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malaria Programme, Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 ISA, UK",,HIV infection transmission,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Departments of Medicine and Microbiology, University of Pennsylvania School of Medicine, Philadelphia, PA 19104, USA",,ADAPTATION (Biology),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATHOGENIC microorganisms,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIDS (Disease),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIMATES as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOST-parasite relationships,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLASMODIUM falciparum,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLASMODIUM vivax,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENTIVIRUSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robinson, Philip A.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agricultural Policy; Food Policy,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartel, Rebecca",,,MIGRATORY animals,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Han, Barbara A.",,,ANIMALS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE diseases -- Research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATHOGENIC bacteria,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMUNE system -- Research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLOBAL environmental change research,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampson, Katie",,,COMMUNICABLE disease epidemiology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanley, Nick",,,COMMUNICABLE diseases -- International cooperation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lembo, Tiziana",,,PREVENTION of communicable diseases -- International cooperation,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp, Joanne P.",,,UNITED Nations,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haydon, Daniel T.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleaveland, Sarah",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health: Government Policy; Regulation; Public Health,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic Development: Human Resources; Human Development; Income Distribution; Migration,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George, Dylan",,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pepin, Kim M.",,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitzer, Virginia E.",,,PATHOGENIC microorganisms,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulliam, Juliet R. C.",,,ANIMALS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dobson, Andrew P.",,,ETIOLOGY of diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson, Peter J.",,,EPIDEMIOLOGY,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenfell, Bryan T.",,,MATHEMATICAL models,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fogarty International Center, National Institutes of Health, Bethesda, MD 20892, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Biology, Colorado State University, Fort Collins, CO 80523, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Center for Infectious Disease Dynamics, Pennsylvania State University, University Park, PA 16802, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Ecology and Evolutionary Biology, and Woodrow Wilson School Princeton University, Princeton, NJ 08544, USA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nakagawa, Keisuke",,,VETERINARY medicine -- California,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conrad, Patricia A.",,,CHI-squared test,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown, Lauren",,,CURRICULA (Courses of study),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes, Michael",,,INTERDISCIPLINARY approach in education,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UC Davis School of Medicine Davis, CA USA",,INTERPROFESSIONAL relations,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Pathology, Microbiology, and Immunology, UC Davis School of Veterinary Medicine Davis, CA USA",,MEDICAL students,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Internal Medicine, University of Washington Seattle, WA USA",,PRIMARY health care,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Dean, UC Davis School of Medicine Davis, CA USA",,PROBABILITY theory,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCALE analysis (Psychology),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDENTS -- Attitudes,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SURVEYS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VOCATIONAL guidance,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATA analysis -- Software,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBOLA virus,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAMMALS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANIMAL diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown, Susan A.",,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen-Hwa Hu, Paul",,,INFORMATION resources management,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chwan-Chuen King,,,HEALTH services administration,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hsinchun Chen,,,SPECIFICATIONS,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Operations and Information Systems, David Eccles School of Business, University of Utah, Salt Lake City, Utah 84112",,MEDICAL policy,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Institute of Epidemiology, College of Public Health, National Taiwan University, Taipei, Taiwan 100, Republic of China",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRANSPLANTATION of organs, tissues, etc.",unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANIMALS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNICABLE diseases,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLLUTION,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDENTITY (Philosophical concept),unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUMAN body,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Behavior,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health Insurance, Public and Private",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health: Government Policy; Regulation; Public Health,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERS coronavirus,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATS as carriers of disease,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZOONOSES,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VETERINARY immunology,unclass,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAT behavior,unclass,,,,,,,,,,,,,,,
